,Country Name,Year,GDP_PPP
5636,Cuba,1981,
5637,Curacao,1981,
5638,Cayman Islands,1981,
5639,Cyprus,1981,
5640,Czech Republic,1981,
5641,Germany,1981,
5642,Djibouti,1981,
5643,Dominica,1981,
5644,Denmark,1981,
5645,Dominican Republic,1981,
5646,Algeria,1981,
5647,East Asia & Pacific (excluding high income),1981,
5648,Early-demographic dividend,1981,
5649,East Asia & Pacific,1981,
5650,Europe & Central Asia (excluding high income),1981,
5651,Europe & Central Asia,1981,
5652,Ecuador,1981,
5653,"Egypt, Arab Rep.",1981,
5654,Euro area,1981,
5655,Eritrea,1981,
5656,Spain,1981,
5657,Estonia,1981,
5658,Ethiopia,1981,
5659,European Union,1981,
5660,Fragile and conflict affected situations,1981,
5661,Finland,1981,
5662,Fiji,1981,
5663,France,1981,
5664,Faroe Islands,1981,
5665,"Micronesia, Fed. Sts.",1981,
5666,Gabon,1981,
5667,United Kingdom,1981,
5668,Georgia,1981,
5669,Ghana,1981,
5670,Gibraltar,1981,
5671,Guinea,1981,
5672,"Gambia, The",1981,
5673,Guinea-Bissau,1981,
5674,Equatorial Guinea,1981,
5675,Greece,1981,
5676,Grenada,1981,
5677,Greenland,1981,
5678,Guatemala,1981,
5679,Guam,1981,
5680,Guyana,1981,
5681,High income,1981,
5682,"Hong Kong SAR, China",1981,
5683,Honduras,1981,
5684,Heavily indebted poor countries (HIPC),1981,
5685,Croatia,1981,
5686,Haiti,1981,
5687,Hungary,1981,
5688,IBRD only,1981,
5689,IDA & IBRD total,1981,
5690,IDA total,1981,
5691,IDA blend,1981,
5692,Indonesia,1981,
5693,IDA only,1981,
5694,Isle of Man,1981,
5695,India,1981,
5696,Not classified,1981,
5697,Ireland,1981,
5698,"Iran, Islamic Rep.",1981,
5699,Iraq,1981,
5700,Iceland,1981,
5701,Israel,1981,
5702,Italy,1981,
5703,Jamaica,1981,
5704,Jordan,1981,
5705,Japan,1981,
5706,Kazakhstan,1981,
5707,Kenya,1981,
5708,Kyrgyz Republic,1981,
5709,Cambodia,1981,
5710,Kiribati,1981,
5711,St. Kitts and Nevis,1981,
5712,"Korea, Rep.",1981,
5713,Kuwait,1981,
5714,Latin America & Caribbean (excluding high income),1981,
5715,Lao PDR,1981,
5716,Lebanon,1981,
5717,Liberia,1981,
5718,Libya,1981,
5719,St. Lucia,1981,
5720,Latin America & Caribbean,1981,
5721,Least developed countries: UN classification,1981,
5722,Low income,1981,
5723,Liechtenstein,1981,
5724,Sri Lanka,1981,
5725,Lower middle income,1981,
5726,Low & middle income,1981,
5727,Lesotho,1981,
5728,Late-demographic dividend,1981,
5729,Lithuania,1981,
5730,Luxembourg,1981,
5731,Latvia,1981,
5732,"Macao SAR, China",1981,
5733,St. Martin (French part),1981,
5734,Morocco,1981,
5735,Monaco,1981,
5736,Moldova,1981,
5737,Madagascar,1981,
5738,Maldives,1981,
5739,Middle East & North Africa,1981,
5740,Mexico,1981,
5741,Marshall Islands,1981,
5742,Middle income,1981,
5743,North Macedonia,1981,
5744,Mali,1981,
5745,Malta,1981,
5746,Myanmar,1981,
5747,Middle East & North Africa (excluding high income),1981,
5748,Montenegro,1981,
5749,Mongolia,1981,
5750,Northern Mariana Islands,1981,
5751,Mozambique,1981,
5752,Mauritania,1981,
5753,Mauritius,1981,
5754,Malawi,1981,
5755,Malaysia,1981,
5756,North America,1981,
5757,Namibia,1981,
5758,New Caledonia,1981,
5759,Niger,1981,
5760,Nigeria,1981,
5761,Nicaragua,1981,
5762,Netherlands,1981,
5763,Norway,1981,
5764,Nepal,1981,
5765,Nauru,1981,
5766,New Zealand,1981,
5767,OECD members,1981,
5768,Oman,1981,
5769,Other small states,1981,
5770,Pakistan,1981,
5771,Panama,1981,
5772,Peru,1981,
5773,Philippines,1981,
5774,Palau,1981,
5775,Papua New Guinea,1981,
5776,Poland,1981,
5777,Pre-demographic dividend,1981,
5778,Puerto Rico,1981,
5779,"Korea, Dem. People's Rep.",1981,
5780,Portugal,1981,
5781,Paraguay,1981,
5782,West Bank and Gaza,1981,
5783,Pacific island small states,1981,
5784,Post-demographic dividend,1981,
5785,French Polynesia,1981,
5786,Qatar,1981,
5787,Romania,1981,
5788,Russian Federation,1981,
5789,Rwanda,1981,
5790,South Asia,1981,
5791,Saudi Arabia,1981,
5792,Sudan,1981,
5793,Senegal,1981,
5794,Singapore,1981,
5795,Solomon Islands,1981,
5796,Sierra Leone,1981,
5797,El Salvador,1981,
5798,San Marino,1981,
5799,Somalia,1981,
5800,Serbia,1981,
5801,Sub-Saharan Africa (excluding high income),1981,
5802,South Sudan,1981,
5803,Sub-Saharan Africa,1981,
5804,Small states,1981,
5805,Sao Tome and Principe,1981,
5806,Suriname,1981,
5807,Slovak Republic,1981,
5808,Slovenia,1981,
5809,Sweden,1981,
5810,Eswatini,1981,
5811,Sint Maarten (Dutch part),1981,
5812,Seychelles,1981,
5813,Syrian Arab Republic,1981,
5814,Turks and Caicos Islands,1981,
5815,Chad,1981,
5816,East Asia & Pacific (IDA & IBRD countries),1981,
5817,Europe & Central Asia (IDA & IBRD countries),1981,
5818,Togo,1981,
5819,Thailand,1981,
5820,Tajikistan,1981,
5821,Turkmenistan,1981,
5822,Latin America & the Caribbean (IDA & IBRD countries),1981,
5823,Timor-Leste,1981,
5824,Middle East & North Africa (IDA & IBRD countries),1981,
5825,Tonga,1981,
5826,South Asia (IDA & IBRD),1981,
5827,Sub-Saharan Africa (IDA & IBRD countries),1981,
5828,Trinidad and Tobago,1981,
5829,Tunisia,1981,
5830,Turkey,1981,
5831,Tuvalu,1981,
5832,Tanzania,1981,
5833,Uganda,1981,
5834,Ukraine,1981,
5835,Upper middle income,1981,
5836,Uruguay,1981,
5837,United States,1981,
5838,Uzbekistan,1981,
5839,St. Vincent and the Grenadines,1981,
5840,"Venezuela, RB",1981,
5841,British Virgin Islands,1981,
5842,Virgin Islands (U.S.),1981,
5843,Vietnam,1981,
5844,Vanuatu,1981,
5845,World,1981,
5846,Samoa,1981,
5847,Kosovo,1981,
5848,"Yemen, Rep.",1981,
5849,South Africa,1981,
5850,Zambia,1981,
5851,Zimbabwe,1981,
5852,Aruba,1982,
5853,Africa Eastern and Southern,1982,
5854,Afghanistan,1982,
5855,Africa Western and Central,1982,
5856,Angola,1982,
5857,Albania,1982,
5858,Andorra,1982,
5859,Arab World,1982,
5860,United Arab Emirates,1982,
5861,Argentina,1982,
5862,Armenia,1982,
5863,American Samoa,1982,
5864,Antigua and Barbuda,1982,
5865,Australia,1982,
5866,Austria,1982,
5867,Azerbaijan,1982,
5868,Burundi,1982,
5869,Belgium,1982,
5870,Benin,1982,
5871,Burkina Faso,1982,
5872,Bangladesh,1982,
5873,Bulgaria,1982,
5874,Bahrain,1982,
5875,"Bahamas, The",1982,
5876,Bosnia and Herzegovina,1982,
5877,Belarus,1982,
5878,Belize,1982,
5879,Bermuda,1982,
5880,Bolivia,1982,
5881,Brazil,1982,
5882,Barbados,1982,
5883,Brunei Darussalam,1982,
5884,Bhutan,1982,
5885,Botswana,1982,
5886,Central African Republic,1982,
5887,Canada,1982,
5888,Central Europe and the Baltics,1982,
5889,Switzerland,1982,
5890,Channel Islands,1982,
5891,Chile,1982,
5892,China,1982,
5893,Cote d'Ivoire,1982,
5894,Cameroon,1982,
5895,"Congo, Dem. Rep.",1982,
5896,"Congo, Rep.",1982,
5897,Colombia,1982,
5898,Comoros,1982,
5899,Cabo Verde,1982,
5900,Costa Rica,1982,
5901,Caribbean small states,1982,
5902,Cuba,1982,
5903,Curacao,1982,
5904,Cayman Islands,1982,
5905,Cyprus,1982,
5906,Czech Republic,1982,
5907,Germany,1982,
5908,Djibouti,1982,
5909,Dominica,1982,
5910,Denmark,1982,
5911,Dominican Republic,1982,
5912,Algeria,1982,
5913,East Asia & Pacific (excluding high income),1982,
5914,Early-demographic dividend,1982,
5915,East Asia & Pacific,1982,
5916,Europe & Central Asia (excluding high income),1982,
5917,Europe & Central Asia,1982,
5918,Ecuador,1982,
5919,"Egypt, Arab Rep.",1982,
5920,Euro area,1982,
5921,Eritrea,1982,
5922,Spain,1982,
5923,Estonia,1982,
5924,Ethiopia,1982,
5925,European Union,1982,
5926,Fragile and conflict affected situations,1982,
5927,Finland,1982,
5928,Fiji,1982,
5929,France,1982,
5930,Faroe Islands,1982,
5931,"Micronesia, Fed. Sts.",1982,
5932,Gabon,1982,
5933,United Kingdom,1982,
5934,Georgia,1982,
5935,Ghana,1982,
5936,Gibraltar,1982,
5937,Guinea,1982,
5938,"Gambia, The",1982,
5939,Guinea-Bissau,1982,
5940,Equatorial Guinea,1982,
5941,Greece,1982,
5942,Grenada,1982,
5943,Greenland,1982,
5944,Guatemala,1982,
5945,Guam,1982,
5946,Guyana,1982,
5947,High income,1982,
5948,"Hong Kong SAR, China",1982,
5949,Honduras,1982,
5950,Heavily indebted poor countries (HIPC),1982,
5951,Croatia,1982,
5952,Haiti,1982,
5953,Hungary,1982,
5954,IBRD only,1982,
5955,IDA & IBRD total,1982,
5956,IDA total,1982,
5957,IDA blend,1982,
5958,Indonesia,1982,
5959,IDA only,1982,
5960,Isle of Man,1982,
5961,India,1982,
5962,Not classified,1982,
5963,Ireland,1982,
5964,"Iran, Islamic Rep.",1982,
5965,Iraq,1982,
5966,Iceland,1982,
5967,Israel,1982,
5968,Italy,1982,
5969,Jamaica,1982,
5970,Jordan,1982,
5971,Japan,1982,
5972,Kazakhstan,1982,
5973,Kenya,1982,
5974,Kyrgyz Republic,1982,
5975,Cambodia,1982,
5976,Kiribati,1982,
5977,St. Kitts and Nevis,1982,
5978,"Korea, Rep.",1982,
5979,Kuwait,1982,
5980,Latin America & Caribbean (excluding high income),1982,
5981,Lao PDR,1982,
5982,Lebanon,1982,
5983,Liberia,1982,
5984,Libya,1982,
5985,St. Lucia,1982,
5986,Latin America & Caribbean,1982,
5987,Least developed countries: UN classification,1982,
5988,Low income,1982,
5989,Liechtenstein,1982,
5990,Sri Lanka,1982,
5991,Lower middle income,1982,
5992,Low & middle income,1982,
5993,Lesotho,1982,
5994,Late-demographic dividend,1982,
5995,Lithuania,1982,
5996,Luxembourg,1982,
5997,Latvia,1982,
5998,"Macao SAR, China",1982,
5999,St. Martin (French part),1982,
6000,Morocco,1982,
6001,Monaco,1982,
6002,Moldova,1982,
6003,Madagascar,1982,
6004,Maldives,1982,
6005,Middle East & North Africa,1982,
6006,Mexico,1982,
6007,Marshall Islands,1982,
6008,Middle income,1982,
6009,North Macedonia,1982,
6010,Mali,1982,
6011,Malta,1982,
6012,Myanmar,1982,
6013,Middle East & North Africa (excluding high income),1982,
6014,Montenegro,1982,
6015,Mongolia,1982,
6016,Northern Mariana Islands,1982,
6017,Mozambique,1982,
6018,Mauritania,1982,
6019,Mauritius,1982,
6020,Malawi,1982,
6021,Malaysia,1982,
6022,North America,1982,
6023,Namibia,1982,
6024,New Caledonia,1982,
6025,Niger,1982,
6026,Nigeria,1982,
6027,Nicaragua,1982,
6028,Netherlands,1982,
6029,Norway,1982,
6030,Nepal,1982,
6031,Nauru,1982,
6032,New Zealand,1982,
6033,OECD members,1982,
6034,Oman,1982,
6035,Other small states,1982,
6036,Pakistan,1982,
6037,Panama,1982,
6038,Peru,1982,
6039,Philippines,1982,
6040,Palau,1982,
6041,Papua New Guinea,1982,
6042,Poland,1982,
6043,Pre-demographic dividend,1982,
6044,Puerto Rico,1982,
6045,"Korea, Dem. People's Rep.",1982,
6046,Portugal,1982,
6047,Paraguay,1982,
6048,West Bank and Gaza,1982,
6049,Pacific island small states,1982,
6050,Post-demographic dividend,1982,
6051,French Polynesia,1982,
6052,Qatar,1982,
6053,Romania,1982,
6054,Russian Federation,1982,
6055,Rwanda,1982,
6056,South Asia,1982,
6057,Saudi Arabia,1982,
6058,Sudan,1982,
6059,Senegal,1982,
6060,Singapore,1982,
6061,Solomon Islands,1982,
6062,Sierra Leone,1982,
6063,El Salvador,1982,
6064,San Marino,1982,
6065,Somalia,1982,
6066,Serbia,1982,
6067,Sub-Saharan Africa (excluding high income),1982,
6068,South Sudan,1982,
6069,Sub-Saharan Africa,1982,
6070,Small states,1982,
6071,Sao Tome and Principe,1982,
6072,Suriname,1982,
6073,Slovak Republic,1982,
6074,Slovenia,1982,
6075,Sweden,1982,
6076,Eswatini,1982,
6077,Sint Maarten (Dutch part),1982,
6078,Seychelles,1982,
6079,Syrian Arab Republic,1982,
6080,Turks and Caicos Islands,1982,
6081,Chad,1982,
6082,East Asia & Pacific (IDA & IBRD countries),1982,
6083,Europe & Central Asia (IDA & IBRD countries),1982,
6084,Togo,1982,
6085,Thailand,1982,
6086,Tajikistan,1982,
6087,Turkmenistan,1982,
6088,Latin America & the Caribbean (IDA & IBRD countries),1982,
6089,Timor-Leste,1982,
6090,Middle East & North Africa (IDA & IBRD countries),1982,
6091,Tonga,1982,
6092,South Asia (IDA & IBRD),1982,
6093,Sub-Saharan Africa (IDA & IBRD countries),1982,
6094,Trinidad and Tobago,1982,
6095,Tunisia,1982,
6096,Turkey,1982,
6097,Tuvalu,1982,
6098,Tanzania,1982,
6099,Uganda,1982,
6100,Ukraine,1982,
6101,Upper middle income,1982,
6102,Uruguay,1982,
6103,United States,1982,
6104,Uzbekistan,1982,
6105,St. Vincent and the Grenadines,1982,
6106,"Venezuela, RB",1982,
6107,British Virgin Islands,1982,
6108,Virgin Islands (U.S.),1982,
6109,Vietnam,1982,
6110,Vanuatu,1982,
6111,World,1982,
6112,Samoa,1982,
6113,Kosovo,1982,
6114,"Yemen, Rep.",1982,
6115,South Africa,1982,
6116,Zambia,1982,
6117,Zimbabwe,1982,
6118,Aruba,1983,
6119,Africa Eastern and Southern,1983,
6120,Afghanistan,1983,
6121,Africa Western and Central,1983,
6122,Angola,1983,
6123,Albania,1983,
6124,Andorra,1983,
6125,Arab World,1983,
6126,United Arab Emirates,1983,
6127,Argentina,1983,
6128,Armenia,1983,
6129,American Samoa,1983,
6130,Antigua and Barbuda,1983,
6131,Australia,1983,
6132,Austria,1983,
6133,Azerbaijan,1983,
6134,Burundi,1983,
6135,Belgium,1983,
6136,Benin,1983,
6137,Burkina Faso,1983,
6138,Bangladesh,1983,
6139,Bulgaria,1983,
6140,Bahrain,1983,
6141,"Bahamas, The",1983,
6142,Bosnia and Herzegovina,1983,
6143,Belarus,1983,
6144,Belize,1983,
6145,Bermuda,1983,
6146,Bolivia,1983,
6147,Brazil,1983,
6148,Barbados,1983,
6149,Brunei Darussalam,1983,
6150,Bhutan,1983,
6151,Botswana,1983,
6152,Central African Republic,1983,
6153,Canada,1983,
6154,Central Europe and the Baltics,1983,
6155,Switzerland,1983,
6156,Channel Islands,1983,
6157,Chile,1983,
6158,China,1983,
6159,Cote d'Ivoire,1983,
6160,Cameroon,1983,
6161,"Congo, Dem. Rep.",1983,
6162,"Congo, Rep.",1983,
6163,Colombia,1983,
6164,Comoros,1983,
6165,Cabo Verde,1983,
6166,Costa Rica,1983,
6167,Caribbean small states,1983,
6168,Cuba,1983,
6169,Curacao,1983,
6170,Cayman Islands,1983,
6171,Cyprus,1983,
6172,Czech Republic,1983,
6173,Germany,1983,
6174,Djibouti,1983,
6175,Dominica,1983,
6176,Denmark,1983,
6177,Dominican Republic,1983,
6178,Algeria,1983,
6179,East Asia & Pacific (excluding high income),1983,
6180,Early-demographic dividend,1983,
6181,East Asia & Pacific,1983,
6182,Europe & Central Asia (excluding high income),1983,
6183,Europe & Central Asia,1983,
6184,Ecuador,1983,
6185,"Egypt, Arab Rep.",1983,
6186,Euro area,1983,
6187,Eritrea,1983,
6188,Spain,1983,
6189,Estonia,1983,
6190,Ethiopia,1983,
6191,European Union,1983,
6192,Fragile and conflict affected situations,1983,
6193,Finland,1983,
6194,Fiji,1983,
6195,France,1983,
6196,Faroe Islands,1983,
6197,"Micronesia, Fed. Sts.",1983,
6198,Gabon,1983,
6199,United Kingdom,1983,
6200,Georgia,1983,
6201,Ghana,1983,
6202,Gibraltar,1983,
6203,Guinea,1983,
6204,"Gambia, The",1983,
6205,Guinea-Bissau,1983,
6206,Equatorial Guinea,1983,
6207,Greece,1983,
6208,Grenada,1983,
6209,Greenland,1983,
6210,Guatemala,1983,
6211,Guam,1983,
6212,Guyana,1983,
6213,High income,1983,
6214,"Hong Kong SAR, China",1983,
6215,Honduras,1983,
6216,Heavily indebted poor countries (HIPC),1983,
6217,Croatia,1983,
6218,Haiti,1983,
6219,Hungary,1983,
6220,IBRD only,1983,
6221,IDA & IBRD total,1983,
6222,IDA total,1983,
6223,IDA blend,1983,
6224,Indonesia,1983,
6225,IDA only,1983,
6226,Isle of Man,1983,
6227,India,1983,
6228,Not classified,1983,
6229,Ireland,1983,
6230,"Iran, Islamic Rep.",1983,
6231,Iraq,1983,
6232,Iceland,1983,
6233,Israel,1983,
6234,Italy,1983,
6235,Jamaica,1983,
6236,Jordan,1983,
6237,Japan,1983,
6238,Kazakhstan,1983,
6239,Kenya,1983,
6240,Kyrgyz Republic,1983,
6241,Cambodia,1983,
6242,Kiribati,1983,
6243,St. Kitts and Nevis,1983,
6244,"Korea, Rep.",1983,
6245,Kuwait,1983,
6246,Latin America & Caribbean (excluding high income),1983,
6247,Lao PDR,1983,
6248,Lebanon,1983,
6249,Liberia,1983,
6250,Libya,1983,
6251,St. Lucia,1983,
6252,Latin America & Caribbean,1983,
6253,Least developed countries: UN classification,1983,
6254,Low income,1983,
6255,Liechtenstein,1983,
6256,Sri Lanka,1983,
6257,Lower middle income,1983,
6258,Low & middle income,1983,
6259,Lesotho,1983,
6260,Late-demographic dividend,1983,
6261,Lithuania,1983,
6262,Luxembourg,1983,
6263,Latvia,1983,
6264,"Macao SAR, China",1983,
6265,St. Martin (French part),1983,
6266,Morocco,1983,
6267,Monaco,1983,
6268,Moldova,1983,
6269,Madagascar,1983,
6270,Maldives,1983,
6271,Middle East & North Africa,1983,
6272,Mexico,1983,
6273,Marshall Islands,1983,
6274,Middle income,1983,
6275,North Macedonia,1983,
6276,Mali,1983,
6277,Malta,1983,
6278,Myanmar,1983,
6279,Middle East & North Africa (excluding high income),1983,
6280,Montenegro,1983,
6281,Mongolia,1983,
6282,Northern Mariana Islands,1983,
6283,Mozambique,1983,
6284,Mauritania,1983,
6285,Mauritius,1983,
6286,Malawi,1983,
6287,Malaysia,1983,
6288,North America,1983,
6289,Namibia,1983,
6290,New Caledonia,1983,
6291,Niger,1983,
6292,Nigeria,1983,
6293,Nicaragua,1983,
6294,Netherlands,1983,
6295,Norway,1983,
6296,Nepal,1983,
6297,Nauru,1983,
6298,New Zealand,1983,
6299,OECD members,1983,
6300,Oman,1983,
6301,Other small states,1983,
6302,Pakistan,1983,
6303,Panama,1983,
6304,Peru,1983,
6305,Philippines,1983,
6306,Palau,1983,
6307,Papua New Guinea,1983,
6308,Poland,1983,
6309,Pre-demographic dividend,1983,
6310,Puerto Rico,1983,
6311,"Korea, Dem. People's Rep.",1983,
6312,Portugal,1983,
6313,Paraguay,1983,
6314,West Bank and Gaza,1983,
6315,Pacific island small states,1983,
6316,Post-demographic dividend,1983,
6317,French Polynesia,1983,
6318,Qatar,1983,
6319,Romania,1983,
6320,Russian Federation,1983,
6321,Rwanda,1983,
6322,South Asia,1983,
6323,Saudi Arabia,1983,
6324,Sudan,1983,
6325,Senegal,1983,
6326,Singapore,1983,
6327,Solomon Islands,1983,
6328,Sierra Leone,1983,
6329,El Salvador,1983,
6330,San Marino,1983,
6331,Somalia,1983,
6332,Serbia,1983,
6333,Sub-Saharan Africa (excluding high income),1983,
6334,South Sudan,1983,
6335,Sub-Saharan Africa,1983,
6336,Small states,1983,
6337,Sao Tome and Principe,1983,
6338,Suriname,1983,
6339,Slovak Republic,1983,
6340,Slovenia,1983,
6341,Sweden,1983,
6342,Eswatini,1983,
6343,Sint Maarten (Dutch part),1983,
6344,Seychelles,1983,
6345,Syrian Arab Republic,1983,
6346,Turks and Caicos Islands,1983,
6347,Chad,1983,
6348,East Asia & Pacific (IDA & IBRD countries),1983,
6349,Europe & Central Asia (IDA & IBRD countries),1983,
6350,Togo,1983,
6351,Thailand,1983,
6352,Tajikistan,1983,
6353,Turkmenistan,1983,
6354,Latin America & the Caribbean (IDA & IBRD countries),1983,
6355,Timor-Leste,1983,
6356,Middle East & North Africa (IDA & IBRD countries),1983,
6357,Tonga,1983,
6358,South Asia (IDA & IBRD),1983,
6359,Sub-Saharan Africa (IDA & IBRD countries),1983,
6360,Trinidad and Tobago,1983,
6361,Tunisia,1983,
6362,Turkey,1983,
6363,Tuvalu,1983,
6364,Tanzania,1983,
6365,Uganda,1983,
6366,Ukraine,1983,
6367,Upper middle income,1983,
6368,Uruguay,1983,
6369,United States,1983,
6370,Uzbekistan,1983,
6371,St. Vincent and the Grenadines,1983,
6372,"Venezuela, RB",1983,
6373,British Virgin Islands,1983,
6374,Virgin Islands (U.S.),1983,
6375,Vietnam,1983,
6376,Vanuatu,1983,
6377,World,1983,
6378,Samoa,1983,
6379,Kosovo,1983,
6380,"Yemen, Rep.",1983,
6381,South Africa,1983,
6382,Zambia,1983,
6383,Zimbabwe,1983,
6384,Aruba,1984,
6385,Africa Eastern and Southern,1984,
6386,Afghanistan,1984,
6387,Africa Western and Central,1984,
6388,Angola,1984,
6389,Albania,1984,
6390,Andorra,1984,
6391,Arab World,1984,
6392,United Arab Emirates,1984,
6393,Argentina,1984,
6394,Armenia,1984,
6395,American Samoa,1984,
6396,Antigua and Barbuda,1984,
6397,Australia,1984,
6398,Austria,1984,
6399,Azerbaijan,1984,
6400,Burundi,1984,
6401,Belgium,1984,
6402,Benin,1984,
6403,Burkina Faso,1984,
6404,Bangladesh,1984,
6405,Bulgaria,1984,
6406,Bahrain,1984,
6407,"Bahamas, The",1984,
6408,Bosnia and Herzegovina,1984,
6409,Belarus,1984,
6410,Belize,1984,
6411,Bermuda,1984,
6412,Bolivia,1984,
6413,Brazil,1984,
6414,Barbados,1984,
6415,Brunei Darussalam,1984,
6416,Bhutan,1984,
6417,Botswana,1984,
6418,Central African Republic,1984,
6419,Canada,1984,
6420,Central Europe and the Baltics,1984,
6421,Switzerland,1984,
6422,Channel Islands,1984,
6423,Chile,1984,
6424,China,1984,
6425,Cote d'Ivoire,1984,
6426,Cameroon,1984,
6427,"Congo, Dem. Rep.",1984,
6428,"Congo, Rep.",1984,
6429,Colombia,1984,
6430,Comoros,1984,
6431,Cabo Verde,1984,
6432,Costa Rica,1984,
6433,Caribbean small states,1984,
6434,Cuba,1984,
6435,Curacao,1984,
6436,Cayman Islands,1984,
6437,Cyprus,1984,
6438,Czech Republic,1984,
6439,Germany,1984,
6440,Djibouti,1984,
6441,Dominica,1984,
6442,Denmark,1984,
6443,Dominican Republic,1984,
6444,Algeria,1984,
6445,East Asia & Pacific (excluding high income),1984,
6446,Early-demographic dividend,1984,
6447,East Asia & Pacific,1984,
6448,Europe & Central Asia (excluding high income),1984,
6449,Europe & Central Asia,1984,
6450,Ecuador,1984,
6451,"Egypt, Arab Rep.",1984,
6452,Euro area,1984,
6453,Eritrea,1984,
6454,Spain,1984,
6455,Estonia,1984,
6456,Ethiopia,1984,
6457,European Union,1984,
6458,Fragile and conflict affected situations,1984,
6459,Finland,1984,
6460,Fiji,1984,
6461,France,1984,
6462,Faroe Islands,1984,
6463,"Micronesia, Fed. Sts.",1984,
6464,Gabon,1984,
6465,United Kingdom,1984,
6466,Georgia,1984,
6467,Ghana,1984,
6468,Gibraltar,1984,
6469,Guinea,1984,
6470,"Gambia, The",1984,
6471,Guinea-Bissau,1984,
6472,Equatorial Guinea,1984,
6473,Greece,1984,
6474,Grenada,1984,
6475,Greenland,1984,
6476,Guatemala,1984,
6477,Guam,1984,
6478,Guyana,1984,
6479,High income,1984,
6480,"Hong Kong SAR, China",1984,
6481,Honduras,1984,
6482,Heavily indebted poor countries (HIPC),1984,
6483,Croatia,1984,
6484,Haiti,1984,
6485,Hungary,1984,
6486,IBRD only,1984,
6487,IDA & IBRD total,1984,
6488,IDA total,1984,
6489,IDA blend,1984,
6490,Indonesia,1984,
6491,IDA only,1984,
6492,Isle of Man,1984,
6493,India,1984,
6494,Not classified,1984,
6495,Ireland,1984,
6496,"Iran, Islamic Rep.",1984,
6497,Iraq,1984,
6498,Iceland,1984,
6499,Israel,1984,
6500,Italy,1984,
6501,Jamaica,1984,
6502,Jordan,1984,
6503,Japan,1984,
6504,Kazakhstan,1984,
6505,Kenya,1984,
6506,Kyrgyz Republic,1984,
6507,Cambodia,1984,
6508,Kiribati,1984,
6509,St. Kitts and Nevis,1984,
6510,"Korea, Rep.",1984,
6511,Kuwait,1984,
6512,Latin America & Caribbean (excluding high income),1984,
6513,Lao PDR,1984,
6514,Lebanon,1984,
6515,Liberia,1984,
6516,Libya,1984,
6517,St. Lucia,1984,
6518,Latin America & Caribbean,1984,
6519,Least developed countries: UN classification,1984,
6520,Low income,1984,
6521,Liechtenstein,1984,
6522,Sri Lanka,1984,
6523,Lower middle income,1984,
6524,Low & middle income,1984,
6525,Lesotho,1984,
6526,Late-demographic dividend,1984,
6527,Lithuania,1984,
6528,Luxembourg,1984,
6529,Latvia,1984,
6530,"Macao SAR, China",1984,
6531,St. Martin (French part),1984,
6532,Morocco,1984,
6533,Monaco,1984,
6534,Moldova,1984,
6535,Madagascar,1984,
6536,Maldives,1984,
6537,Middle East & North Africa,1984,
6538,Mexico,1984,
6539,Marshall Islands,1984,
6540,Middle income,1984,
6541,North Macedonia,1984,
6542,Mali,1984,
6543,Malta,1984,
6544,Myanmar,1984,
6545,Middle East & North Africa (excluding high income),1984,
6546,Montenegro,1984,
6547,Mongolia,1984,
6548,Northern Mariana Islands,1984,
6549,Mozambique,1984,
6550,Mauritania,1984,
6551,Mauritius,1984,
6552,Malawi,1984,
6553,Malaysia,1984,
6554,North America,1984,
6555,Namibia,1984,
6556,New Caledonia,1984,
6557,Niger,1984,
6558,Nigeria,1984,
6559,Nicaragua,1984,
6560,Netherlands,1984,
6561,Norway,1984,
6562,Nepal,1984,
6563,Nauru,1984,
6564,New Zealand,1984,
6565,OECD members,1984,
6566,Oman,1984,
6567,Other small states,1984,
6568,Pakistan,1984,
6569,Panama,1984,
6570,Peru,1984,
6571,Philippines,1984,
6572,Palau,1984,
6573,Papua New Guinea,1984,
6574,Poland,1984,
6575,Pre-demographic dividend,1984,
6576,Puerto Rico,1984,
6577,"Korea, Dem. People's Rep.",1984,
6578,Portugal,1984,
6579,Paraguay,1984,
6580,West Bank and Gaza,1984,
6581,Pacific island small states,1984,
6582,Post-demographic dividend,1984,
6583,French Polynesia,1984,
6584,Qatar,1984,
6585,Romania,1984,
6586,Russian Federation,1984,
6587,Rwanda,1984,
6588,South Asia,1984,
6589,Saudi Arabia,1984,
6590,Sudan,1984,
6591,Senegal,1984,
6592,Singapore,1984,
6593,Solomon Islands,1984,
6594,Sierra Leone,1984,
6595,El Salvador,1984,
6596,San Marino,1984,
6597,Somalia,1984,
6598,Serbia,1984,
6599,Sub-Saharan Africa (excluding high income),1984,
6600,South Sudan,1984,
6601,Sub-Saharan Africa,1984,
6602,Small states,1984,
6603,Sao Tome and Principe,1984,
6604,Suriname,1984,
6605,Slovak Republic,1984,
6606,Slovenia,1984,
6607,Sweden,1984,
6608,Eswatini,1984,
6609,Sint Maarten (Dutch part),1984,
6610,Seychelles,1984,
6611,Syrian Arab Republic,1984,
6612,Turks and Caicos Islands,1984,
6613,Chad,1984,
6614,East Asia & Pacific (IDA & IBRD countries),1984,
6615,Europe & Central Asia (IDA & IBRD countries),1984,
6616,Togo,1984,
6617,Thailand,1984,
6618,Tajikistan,1984,
6619,Turkmenistan,1984,
6620,Latin America & the Caribbean (IDA & IBRD countries),1984,
6621,Timor-Leste,1984,
